image number,alt,article_heading,article_url
image_3_2.jpg,A Google Pixel 9 Pro XL being held showing the home screen.,Pixel 9 Pro XL review: Google’s AI-packed superphone to rival the best,https://www.theguardian.com/technology/article/2024/aug/22/pixel-9-pro-xl-review-google-ai-packed-superphone-to-rival-the-best
image_3_3.jpg,The fingerprint scanner on the Google Pixel 9 Pro XL.,Pixel 9 Pro XL review: Google’s AI-packed superphone to rival the best,https://www.theguardian.com/technology/article/2024/aug/22/pixel-9-pro-xl-review-google-ai-packed-superphone-to-rival-the-best
image_3_4.jpg,Screenshots showing various AI features on the Google Pixel 9 Pro XL.,Pixel 9 Pro XL review: Google’s AI-packed superphone to rival the best,https://www.theguardian.com/technology/article/2024/aug/22/pixel-9-pro-xl-review-google-ai-packed-superphone-to-rival-the-best
image_3_5.jpg,Screenshots showing Google’s Gemini Live experience.,Pixel 9 Pro XL review: Google’s AI-packed superphone to rival the best,https://www.theguardian.com/technology/article/2024/aug/22/pixel-9-pro-xl-review-google-ai-packed-superphone-to-rival-the-best
image_3_6.jpg,The camera app on the Google Pixel 9 Pro XL.,Pixel 9 Pro XL review: Google’s AI-packed superphone to rival the best,https://www.theguardian.com/technology/article/2024/aug/22/pixel-9-pro-xl-review-google-ai-packed-superphone-to-rival-the-best
image_3_7.jpg,A Google Pixel 9 Pro XL laying face up on a tablecloth.,Pixel 9 Pro XL review: Google’s AI-packed superphone to rival the best,https://www.theguardian.com/technology/article/2024/aug/22/pixel-9-pro-xl-review-google-ai-packed-superphone-to-rival-the-best
image_3_8.jpg,The camera bump on the back of the Google Pixel 9 Pro XL.,Pixel 9 Pro XL review: Google’s AI-packed superphone to rival the best,https://www.theguardian.com/technology/article/2024/aug/22/pixel-9-pro-xl-review-google-ai-packed-superphone-to-rival-the-best
image_4_1.jpg,Five runners passing under a bridge.,"Goodbye Tinder, hello Strava: have ‘hobby’ apps become the new social networks?",https://www.theguardian.com/technology/article/2024/sep/08/goodbye-tinder-hello-strava-have-hobby-apps-become-the-new-social-networks
image_4_2.jpg,Three phones showing different books from the Goodreads app on their screens.,"Goodbye Tinder, hello Strava: have ‘hobby’ apps become the new social networks?",https://www.theguardian.com/technology/article/2024/sep/08/goodbye-tinder-hello-strava-have-hobby-apps-become-the-new-social-networks
image_5_1.jpg,Apple smartphone and the EU logo in the background,Apple loses EU court battle over €13bn tax bill in Ireland,https://www.theguardian.com/technology/article/2024/sep/10/apple-loses-eu-court-battle-tax-bill-ireland
image_6_1.jpg,A man walking next to a mural depicting Liam and Noel Gallagher of Oasis.,Sausage rolls and Oasis: ‘Britishcore’ TikTok trend drives interest in UK culture,https://www.theguardian.com/technology/article/2024/sep/11/sausage-rolls-and-oasis-britishcore-tiktok-trend-drives-interest-in-uk-culture
image_6_2.jpg,The Dare.,Sausage rolls and Oasis: ‘Britishcore’ TikTok trend drives interest in UK culture,https://www.theguardian.com/technology/article/2024/sep/11/sausage-rolls-and-oasis-britishcore-tiktok-trend-drives-interest-in-uk-culture
image_6_3.jpg,A person biting into a Greggs sausage roll.,Sausage rolls and Oasis: ‘Britishcore’ TikTok trend drives interest in UK culture,https://www.theguardian.com/technology/article/2024/sep/11/sausage-rolls-and-oasis-britishcore-tiktok-trend-drives-interest-in-uk-culture
image_7_1.jpg,Five runners passing under a bridge.,"Goodbye Tinder, hello Strava: have ‘hobby’ apps become the new social networks?",https://www.theguardian.com/technology/article/2024/sep/08/goodbye-tinder-hello-strava-have-hobby-apps-become-the-new-social-networks#comments
image_7_2.jpg,Three phones showing different books from the Goodreads app on their screens.,"Goodbye Tinder, hello Strava: have ‘hobby’ apps become the new social networks?",https://www.theguardian.com/technology/article/2024/sep/08/goodbye-tinder-hello-strava-have-hobby-apps-become-the-new-social-networks#comments
image_8_1.jpg,Meta,"Meta’s AI is scraping users’ photos and posts. Europeans can opt out, but Australians cannot",https://www.theguardian.com/technology/article/2024/sep/11/meta-ai-post-scraping-security-opt-out-privacy-laws
image_9_1.jpg,Nothing Phone 2a review homescreen displayed on a table.,A standout budget Android,https://www.theguardian.com/technology/2024/mar/05/nothing-phone-2a-review-standout-budget-android-battery-life
image_9_2.jpg,The rear LEDs on the back of the Nothing Phone 2a.,A standout budget Android,https://www.theguardian.com/technology/2024/mar/05/nothing-phone-2a-review-standout-budget-android-battery-life
image_9_3.jpg,The USB-C port of the Nothing Phone 2a.,A standout budget Android,https://www.theguardian.com/technology/2024/mar/05/nothing-phone-2a-review-standout-budget-android-battery-life
image_9_4.jpg,The back of the Nothing Phone 2a.,A standout budget Android,https://www.theguardian.com/technology/2024/mar/05/nothing-phone-2a-review-standout-budget-android-battery-life
image_9_5.jpg,The lockscreen of the Nothing Phone 2a.,A standout budget Android,https://www.theguardian.com/technology/2024/mar/05/nothing-phone-2a-review-standout-budget-android-battery-life
image_9_6.jpg,The Nothing Phone 2a camera app.,A standout budget Android,https://www.theguardian.com/technology/2024/mar/05/nothing-phone-2a-review-standout-budget-android-battery-life
image_9_7.jpg,The fingerprint scanner of the Nothing Phone 2a.,A standout budget Android,https://www.theguardian.com/technology/2024/mar/05/nothing-phone-2a-review-standout-budget-android-battery-life
image_10_1.jpg,"Tesla's robotaxi displayed at an unveiling event in Los Angeles, California",Tesla’s value drops $60bn after investors fail to hail self-driving ‘Cybercab’,https://www.theguardian.com/business/2024/oct/11/teslas-value-drops-60bn-after-self-driving-cybercab-fails-to-excite-investors
